Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
10.0.2.15,57188,82.161.239.177,110,6,4779356.0,85289.5872340878,428.3003818925,18904.2651515152,16903.1920439853,501053.0,18.0,6866.7873563218,28755.1725736739,501233.0,1620.0,3470.9051148999,20891.2559666333,501053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2405539.0,9657.4116301149,357.0925268724,196862.666666667,22502.8606153769,535284.0,19.0,8180.425170068,38009.169165991,535284.0,23.0,4269.6394316164,29099.1214254442,576768.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2292995.0,260933.235422706,1.7444434026,1715.9934573003,1323779.00809853,2292900.0,14.0,1146497.5,1621317.36040804,2292942.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,228.0,16010.9864840081,8771.9298245614,23938.0480769231,0.0,228.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3634162.0,1262790.69767442,6.0536651916,11177.0581655481,418179.509476652,1906749.0,0.0,363416.2,558414.507741099,1906749.0,3.0,363383.3,558800.698319386,1907660.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4999975.0,286425.786718675,42.2002110011,190712.666666667,157503.168655581,2143448.0,0.0,62499.6875000001,252045.289265745,2143448.0,56.0,38758.6046511628,203204.777404985,2181451.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4925182.0,19577.5057581493,286.0807986385,15168.6960486322,23042.758722261,524373.0,38.0,10238.9792099792,39027.6726288484,524565.0,41.0,5318.7634989201,28853.9762240597,524373.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4988774.0,190535.203469964,403.305501512,23745.4066985646,17225.7104632357,619052.0,20.0,7229.6797101449,29098.1091335314,619280.0,8.0,3779.1113636364,21225.5252713615,619052.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4991989.0,142169.485549309,260.8178824112,2209.620521893,18872.2640989347,456444.0,0.0,11167.7606263982,31365.9012384606,456677.0,32.0,5852.1981242673,23109.2122098424,456444.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4978370.0,54018.4558864945,259.7235641385,16015.6127946128,18129.8817421353,461453.0,62.0,11212.4774774775,30231.2031418086,462322.0,561784.0,5857.2703659976,22198.3925637113,461453.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1053981.0,12768.4039859989,92.9808032593,1572.0572327044,81617.8427654899,804339.0,0.0,30108.0857142857,135251.671142089,804339.0,151.0,17277.2295081967,102866.145494261,804694.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4213616.0,81356.5924937863,21.3593265262,3317.4495351926,263959.586772939,2390772.0,16.0,117044.888888889,409382.034856146,2390772.0,148.0,81025.8653846154,343099.113732177,2391011.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,293503.0,24346.4030047087,13.6284807992,2264.0549001815,168928.559492862,292896.0,46.0,293503.0,0.0,293503.0,31.0,292896.0,0.0,292896.0,292896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,40.0,12066666.6666667,50000.0,88756.5,0.0,40.0,36.0,40.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4998077.0,21067.5685605448,80.6310106867,11931.8997613365,91688.4626692754,1674347.0,0.0,32882.0855263158,147656.7692405,1674347.0,0.0,20067.8634538153,118452.393176122,1712108.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4838725.0,26121.5405294783,276.9324563806,670.8561882626,29361.5567331535,613640.0,2.0,11145.6497695852,51032.0616403781,613880.0,53.0,5350.3318584071,36339.9722400253,613640.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,44.0,29297.1959927944,45454.5454545455,2700.2182410424,0.0,44.0,0.0,44.0,0.0,44.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4977508.0,117072.367919784,27.3229093755,1086.0921167248,190960.441748935,1966596.0,0.0,88883.0892857143,291549.338074943,1966596.0,0.0,63811.282051282,248838.245662962,1966851.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4998561.0,24905.7446543195,407.3172258976,12092.8394160584,19880.1885768294,586856.0,37.0,7192.1741007194,33631.9059293527,587080.0,38.0,3653.6153846154,24551.6950853544,586856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4114153.0,1960288.80866426,331.0523454038,2870.636415853,25707.509711765,699638.0,-29.0,8828.2381974249,43492.3532153372,699638.0,0.0,4601.9172259508,31801.3426864778,699876.0,5.0,0.0,0.0,0.0,1420359.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4029512.0,300455.187850398,13.4011264888,4901.814889336,471823.208050088,3431519.0,31.0,191881.523809524,745332.931517897,3431519.0,7.0,19281.8709677419,58420.5733805834,267818.0,7.0,47.0,0.0,47.0,0.0,3431519.0,0.0,3431519.0,3431519.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4992441.0,25302.1166240064,229.1464235631,3788.8230088496,28047.7973179763,577622.0,12.0,12481.1025,47760.418206189,577736.0,184.0,6728.0633423181,34962.6749771436,577815.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4960598.0,445324.017329124,374.5516165591,5483.4570484582,21646.6315130259,673573.0,4.0,7799.6823899371,36584.6023072666,673797.0,1475.0,4064.3098360656,26907.2076818863,673573.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4761831.0,167058.442344174,242.7637604106,10091.2367346939,31914.6242306545,1033116.0,13.0,11585.396593674,53123.9277359416,1035298.0,7.0,6403.5356662181,39799.5029488325,1033116.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4579428.0,946177.971534145,241.7332470343,6156.6071887035,20786.4119524817,598594.0,2.0,11712.0920716112,34450.2429107838,599488.0,127812.0,6413.3655462185,26142.5025795973,598594.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,568208.0,2227.5460892824,7.0396756117,39673.0873015873,327823.825742324,567941.0,18.0,568208.0,0.0,568208.0,1595287.0,567941.0,0.0,567941.0,567941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,39.0,190112.180760282,51282.0512820513,18268.7490636704,0.0,39.0,15.0,39.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4884431.0,62249.52951845,14.5359817756,10039.1149193548,485315.221738796,4050820.0,16.0,187854.538461538,791848.891950237,4050820.0,4.0,113586.418604651,617977.069989857,4051039.0,6.0,833398.0,0.0,833398.0,0.0,4050820.0,0.0,4050820.0,4050820.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1756616.0,178634.046191255,12.5240803909,2538.342305739,121899.361668335,398106.0,62.0,195179.555555556,132854.264198699,398106.0,23.0,156170.636363636,143675.625534238,438350.0,2949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,43.0,26375.7181879252,46511.6279069767,124634.05,0.0,43.0,58.0,43.0,0.0,43.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,261951.0,1558.3916664415,22.9050471271,13411.6964769648,116195.457980078,260246.0,0.0,130846.5,184476.381036977,261291.0,55.0,130477.5,183520.372668813,260246.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,38210.0,24769.3899304915,52.3423187647,24500.6145833333,0.0,38210.0,16.0,38210.0,0.0,38210.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,69.0,25107.3788667501,28985.5072463768,11438.1945080092,0.0,69.0,2.0,69.0,0.0,69.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,42.0,23282.468693449,47619.0476190476,11758.536643026,0.0,42.0,29.0,42.0,0.0,42.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1003.0,319709.54643459,1994.0179461615,3468.1143057504,0.0,1003.0,0.0,0.0,0.0,0.0,488366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438659.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2263816.0,3902.8831876995,3.5338561084,18580.052238806,756573.75975638,2027805.0,9.0,565680.75,980985.967774726,2027805.0,292123.0,117500.5,164135.747369365,233562.0,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,37007.0,586521.414239037,54.0438295458,6626.6828703704,0.0,37007.0,4.0,37007.0,0.0,37007.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,123.0,25174.1188159072,16260.162601626,2144.4826254826,0.0,123.0,0.0,123.0,0.0,123.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555773.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,47.0,773636.242715544,42553.1914893617,400269.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,209693.0,310986.148961762,28.6132584302,5896.1768867925,92704.249979707,207772.0,0.0,104517.0,147346.911063653,208707.0,114.0,104400.5,146189.37726285,207772.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4601650.0,447172.497790489,13.9080547195,2044.8681948424,126810.544296101,592051.0,5.0,176986.538461538,158349.47840804,628301.0,619.0,127773.138888889,150095.500625464,592051.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3962420.0,29498.1250465968,16.4041166762,2407.9883945841,93228.7358416435,381523.0,0.0,152400.769230769,105305.977803089,420725.0,240.0,107043.783783784,106308.53802393,381523.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3614817.0,22062.9694027892,16.8749897989,213121.565217391,97516.5165771237,374437.0,10.0,150617.375,111897.628309098,399820.0,1458.0,103251.514285714,113507.148306479,374437.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1119088.0,31184.6775315224,3.5743391047,74178.5,644634.865571459,1117389.0,0.0,1119088.0,0.0,1119088.0,236.0,1117389.0,0.0,1117389.0,1117389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1800.0,13077.9302805066,1111.1111111111,13468.6675675676,0.0,1800.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,618499.0,26003.4571313507,11.3177224215,6723.1575342466,251096.771379814,615631.0,57.0,205606.0,355687.921016444,616319.0,271.0,308776.0,433958.502681996,615631.0,1921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2296.0,23853.7315696778,871.0801393728,19959.2903225807,0.0,2296.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,37847.0,1841.4001039301,52.844346976,13980.6260869565,0.0,37847.0,9.0,37847.0,0.0,37847.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1807.0,21072.0583139095,1106.8068622026,15812.7523809524,0.0,1807.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,44.0,3518.5925309822,45454.5454545455,10807.4760869565,0.0,44.0,0.0,44.0,0.0,44.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,960.0,33657.0478249927,2083.3333333333,10094.696969697,0.0,960.0,4.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,56.0,15096.2082597417,35714.2857142857,3081.3766233766,0.0,56.0,38.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1231.0,1938.8520823288,1624.6953696182,13969.3053221289,0.0,1231.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,58.0,70687.6486363406,34482.7586206897,11929.6324582339,0.0,58.0,38.0,58.0,0.0,58.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,283.0,93072.4756943855,7067.1378091873,9327.0973782772,0.0,283.0,0.0,0.0,0.0,0.0,3542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,45.0,225470.593757296,44444.4444444444,10032.4193548387,0.0,45.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3500790.0,145511.595345522,145.3957535299,2189.2120545535,31148.5959567933,517453.0,-54.0,22017.5471698113,53763.7006381875,517635.0,0.0,9955.4655172414,37578.4952329503,517453.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,113.0,181976.20613234,17699.1150442478,122401.457142857,0.0,113.0,38.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4537436.0,18495.9113106172,112.398279557,23968.3658536585,69889.733389551,1523612.0,194.0,27837.0306748466,122008.562704691,1523890.0,0.0,13151.1536231884,84662.7236715146,1523612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,172.0,116187.221080399,11627.9069767442,52904.7634408602,0.0,172.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3790780.0,5251.6377203633,117.3900885834,2965.4726840855,54582.0334318874,699676.0,20.0,36803.6893203883,109872.951649784,700396.0,4.0,11040.05,62310.8534881783,699676.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,249.0,23160.9674411372,8032.1285140562,11694.823943662,0.0,249.0,16.0,0.0,0.0,0.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2164368.0,1245.4825453535,208.8369445492,11490.6896551724,23069.5758804245,268326.0,82.0,18819.1565217391,44141.6665258239,269087.0,7.0,6460.1014925373,27355.2984783564,268326.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,485.0,44037.6499251924,4123.7113402062,130926.8,0.0,485.0,60.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2061257.0,915155.847566465,196.4820495455,133.0,28302.7233978399,293871.0,0.0,21928.2659574468,56271.6259263127,294262.0,64.0,6668.8446601942,32477.9102573362,293871.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,270.0,25515.7996508316,7407.4074074074,1781.6989906273,0.0,270.0,6.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2408022.0,25011.0096367882,191.4434336563,18224.3542435424,28765.2885575113,344999.0,12.0,19901.0082644628,54820.7672330927,345201.0,0.0,7015.050295858,33629.3827171292,344999.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDIO
